code	name	parent_code
30381	和歌山県有田郡美浜町	30
30382	和歌山県有田郡日高町	30
30383	和歌山県有田郡由良町	30
30390	和歌山県有田郡印南町	30
30391	和歌山県有田郡みなべ町	30
30392	和歌山県有田郡日高川町	30
30400	和歌山県西牟婁郡	30
30401	和歌山県西牟婁郡白浜町	30
30404	和歌山県西牟婁郡上富田町	30
30406	和歌山県西牟婁郡すさみ町	30
30420	和歌山県東牟婁郡	30
30421	和歌山県東牟婁郡那智勝浦町	30
30422	和歌山県東牟婁郡太地町	30
30424	和歌山県東牟婁郡古座川町	30
30427	和歌山県東牟婁郡北山村	30
30428	和歌山県東牟婁郡串本町	30
31200	鳥取県市部	31
31201	鳥取県鳥取市	31
31202	鳥取県米子市	31
31203	鳥取県倉吉市	31
31204	鳥取県境港市	31
31300	鳥取県岩美郡	31
31302	鳥取県岩美郡岩美町	31
31320	鳥取県八頭郡	31
31325	鳥取県八頭郡若桜町	31
31328	鳥取県八頭郡智頭町	31
31329	鳥取県八頭郡八頭町	31
31360	鳥取県東伯郡	31
31364	鳥取県東伯郡三朝町	31
31370	鳥取県東伯郡湯梨浜町	31
31371	鳥取県東伯郡琴浦町	31
31372	鳥取県東伯郡北栄町	31
31380	鳥取県西伯郡	31
31384	鳥取県西伯郡日吉津村	31
31386	鳥取県西伯郡大山町	31
31389	鳥取県西伯郡南部町	31
31390	鳥取県西伯郡伯耆町	31
31400	鳥取県日野郡	31
31401	鳥取県日野郡日南町	31
31402	鳥取県日野郡日野町	31
31403	鳥取県日野郡江府町	31
32200	島根県市部	32
32201	島根県松江市	32
32202	島根県浜田市	32
32203	島根県出雲市	32
32204	島根県益田市	32
32205	島根県大田市	32
32206	島根県安来市	32
32207	島根県江津市	32
32209	島根県雲南市	32
32340	島根県仁多郡	32
32343	島根県仁多郡奥出雲町	32
32380	島根県飯石郡	32
32386	島根県飯石郡飯南町	32
32440	島根県邑智郡	32
32441	島根県邑智郡川本町	32
32448	島根県邑智郡美郷町	32
32449	島根県邑智郡邑南町	32
32500	島根県鹿足郡	32
32501	島根県鹿足郡津和野町	32
32505	島根県鹿足郡吉賀町	32
32520	島根県隠岐郡	32
32525	島根県隠岐郡海士町	32
32526	島根県隠岐郡西ノ島町	32
32527	島根県隠岐郡知夫村	32
32528	島根県隠岐郡隠岐の島町	32
33100	岡山県岡山市	33
33101	岡山県岡山市北区	33
33102	岡山県岡山市中区	33
33103	岡山県岡山市東区	33
33104	岡山県岡山市南区	33
33200	岡山県市部	33
33202	岡山県倉敷市	33
33203	岡山県津山市	33
33204	岡山県玉野市	33
33205	岡山県笠岡市	33
33207	岡山県井原市	33
33208	岡山県総社市	33
33209	岡山県高梁市	33
33210	岡山県新見市	33
33211	岡山県備前市	33
33212	岡山県瀬戸内市	33
33213	岡山県赤磐市	33
33214	岡山県真庭市	33
33215	岡山県美作市	33
33216	岡山県浅口市	33
33340	岡山県和気郡	33
33346	岡山県和気郡和気町	33
33420	岡山県都窪郡	33
33423	岡山県都窪郡早島町	33
33440	岡山県浅口郡	33
33445	岡山県浅口郡里庄町	33
33460	岡山県小田郡	33
33461	岡山県小田郡矢掛町	33
33580	岡山県真庭郡	33
33586	岡山県真庭郡新庄村	33
33600	岡山県苫田郡	33
33606	岡山県苫田郡鏡野町	33
33620	岡山県勝田郡	33
33622	岡山県勝田郡勝央町	33
33623	岡山県勝田郡奈義町	33
33640	岡山県英田郡	33
33643	岡山県英田郡西粟倉村	33
33660	岡山県久米郡	33
33663	岡山県久米郡久米南町	33
33666	岡山県久米郡美咲町	33
33680	岡山県加賀郡	33
33681	岡山県加賀郡吉備中央町	33
34100	広島県広島市	34
34101	広島県広島市中区	34
34102	広島県広島市東区	34
34103	広島県広島市南区	34
34104	広島県広島市西区	34
34105	広島県広島市安佐南区	34
34106	広島県広島市安佐北区	34
34107	広島県広島市安芸区	34
34108	広島県広島市佐伯区	34
34200	広島県市部	34
34202	広島県呉市	34
34203	広島県竹原市	34
34204	広島県三原市	34
34205	広島県尾道市	34
34207	広島県福山市	34
34208	広島県府中市	34
34209	広島県三次市	34
34210	広島県庄原市	34
34211	広島県大竹市	34
34212	広島県東広島市	34
34213	広島県廿日市市	34
34214	広島県安芸高田市	34
34215	広島県江田島市	34
34300	広島県安芸郡	34
34302	広島県安芸郡府中町	34
34304	広島県安芸郡海田町	34
34307	広島県安芸郡熊野町	34
34309	広島県安芸郡坂町	34
34360	広島県山県郡	34
34368	広島県山県郡安芸太田町	34
34369	広島県山県郡北広島町	34
34420	広島県豊田郡	34
34431	広島県豊田郡大崎上島町	34
34460	広島県世羅郡	34
34462	広島県世羅郡世羅町	34
34540	広島県神石郡	34
34545	広島県神石郡神石高原町	34
35200	山口県市部	35
35201	山口県下関市	35
35202	山口県宇部市	35
35203	山口県山口市	35
35204	山口県萩市	35
35206	山口県防府市	35
35207	山口県下松市	35
35208	山口県岩国市	35
35210	山口県光市	35
35211	山口県長門市	35
35212	山口県柳井市	35
35213	山口県美祢市	35
35215	山口県周南市	35
35216	山口県山陽小野田市	35
35300	山口県大島郡	35
35305	山口県大島郡周防大島町	35
35320	山口県玖珂郡	35
35321	山口県玖珂郡和木町	35
35340	山口県熊毛郡	35
35341	山口県熊毛郡上関町	35
35343	山口県熊毛郡田布施町	35
35344	山口県熊毛郡平生町	35
35500	山口県阿武郡	35
35502	山口県阿武郡阿武町	35
36200	徳島県市部	36
36201	徳島県徳島市	36
36202	徳島県鳴門市	36
36203	徳島県小松島市	36
36204	徳島県阿南市	36
36205	徳島県吉野川市	36
36206	徳島県阿波市	36
36207	徳島県美馬市	36
36208	徳島県三好市	36
36300	徳島県勝浦郡	36
36301	徳島県勝浦郡勝浦町	36
36302	徳島県勝浦郡上勝町	36
36320	徳島県名東郡	36
36321	徳島県名東郡佐那河内村	36
36340	徳島県名西郡	36
36341	徳島県名西郡石井町	36
36342	徳島県名西郡神山町	36
36360	徳島県那賀郡	36
36368	徳島県那賀郡那賀町	36
36380	徳島県海部郡	36
36383	徳島県海部郡牟岐町	36
36387	徳島県海部郡美波町	36
36388	徳島県海部郡海陽町	36
36400	徳島県板野郡	36
36401	徳島県板野郡松茂町	36
36402	徳島県板野郡北島町	36
36403	徳島県板野郡藍住町	36
36404	徳島県板野郡板野町	36
36405	徳島県板野郡上板町	36
36460	徳島県美馬郡	36
36468	徳島県美馬郡つるぎ町	36
36480	徳島県三好郡	36
36489	徳島県三好郡東みよし町	36
37200	香川県市部	37
37201	香川県高松市	37
37202	香川県丸亀市	37
37203	香川県坂出市	37
37204	香川県善通寺市	37
37205	香川県観音寺市	37
37206	香川県さぬき市	37
37207	香川県東かがわ市	37
37208	香川県三豊市	37
37320	香川県小豆郡	37
37322	香川県小豆郡土庄町	37
37324	香川県小豆郡小豆島町	37
37340	香川県木田郡	37
37341	香川県木田郡三木町	37
37360	香川県香川郡	37
37364	香川県香川郡直島町	37
37380	香川県綾歌郡	37
37386	香川県綾歌郡宇多津町	37
37387	香川県綾歌郡綾川町	37
37400	香川県仲多度郡	37
37403	香川県仲多度郡琴平町	37
37404	香川県仲多度郡多度津町	37
37406	香川県仲多度郡まんのう町	37
38200	愛媛県市部	38
38201	愛媛県松山市	38
38202	愛媛県今治市	38
38203	愛媛県宇和島市	38
38204	愛媛県八幡浜市	38
38205	愛媛県新居浜市	38
38206	愛媛県西条市	38
38207	愛媛県大洲市	38
38210	愛媛県伊予市	38
38213	愛媛県四国中央市	38
38214	愛媛県西予市	38
38215	愛媛県東温市	38
38340	愛媛県越智郡	38
38356	愛媛県越智郡上島町	38
38380	愛媛県上浮穴郡	38
38386	愛媛県上浮穴郡久万高原町	38
38400	愛媛県伊予郡	38
38401	愛媛県伊予郡松前町	38
38402	愛媛県伊予郡砥部町	38
38420	愛媛県喜多郡	38
38422	愛媛県喜多郡内子町	38
38440	愛媛県西宇和郡	38
38442	愛媛県西宇和郡伊方町	38
38480	愛媛県北宇和郡	38
38484	愛媛県北宇和郡松野町	38
38488	愛媛県北宇和郡鬼北町	38
38500	愛媛県南宇和郡	38
38506	愛媛県南宇和郡愛南町	38
39200	高知県市部	39
39201	高知県高知市	39
39202	高知県室戸市	39
39203	高知県安芸市	39
39204	高知県南国市	39
39205	高知県土佐市	39
39206	高知県須崎市	39
39208	高知県宿毛市	39
39209	高知県土佐清水市	39
39210	高知県四万十市	39
39211	高知県香南市	39
39212	高知県香美市	39
39300	高知県安芸郡	39
39301	高知県安芸郡東洋町	39
39302	高知県安芸郡奈半利町	39
39303	高知県安芸郡田野町	39
39304	高知県安芸郡安田町	39
39305	高知県安芸郡北川村	39
39306	高知県安芸郡馬路村	39
39307	高知県安芸郡芸西村	39
39340	高知県長岡郡	39
39341	高知県長岡郡本山町	39
39344	高知県長岡郡大豊町	39
39360	高知県土佐郡	39
39363	高知県土佐郡土佐町	39
39364	高知県土佐郡大川村	39
39380	高知県吾川郡	39
39386	高知県吾川郡いの町	39
39387	高知県吾川郡仁淀川町	39
39400	高知県高岡郡	39
39401	高知県高岡郡中土佐町	39
39402	高知県高岡郡佐川町	39
39403	高知県高岡郡越知町	39
39405	高知県高岡郡檮原町	39
39410	高知県高岡郡日高村	39
39411	高知県高岡郡津野町	39
39412	高知県高岡郡四万十町	39
39420	高知県幡多郡	39
39424	高知県幡多郡大月町	39
39427	高知県幡多郡三原村	39
39428	高知県幡多郡黒潮町	39
40100	福岡県北九州市	40
40101	福岡県北九州市門司区	40
40103	福岡県北九州市若松区	40
40105	福岡県北九州市戸畑区	40
40106	福岡県北九州市小倉北区	40
40107	福岡県北九州市小倉南区	40
40108	福岡県北九州市八幡東区	40
40109	福岡県北九州市八幡西区	40
40130	福岡県福岡市	40
40131	福岡県福岡市東区	40
40132	福岡県福岡市博多区	40
40133	福岡県福岡市中央区	40
40134	福岡県福岡市南区	40
40135	福岡県福岡市西区	40
40136	福岡県福岡市城南区	40
40137	福岡県福岡市早良区	40
40200	福岡県市部	40
40202	福岡県大牟田市	40
40203	福岡県久留米市	40
40204	福岡県直方市	40
40205	福岡県飯塚市	40
40206	福岡県田川市	40
40207	福岡県柳川市	40
40210	福岡県八女市	40
40211	福岡県筑後市	40
40212	福岡県大川市	40
40213	福岡県行橋市	40
40214	福岡県豊前市	40
40215	福岡県中間市	40
40216	福岡県小郡市	40
40217	福岡県筑紫野市	40
40218	福岡県春日市	40
40219	福岡県大野城市	40
40220	福岡県宗像市	40
40221	福岡県太宰府市	40
40223	福岡県古賀市	40
40224	福岡県福津市	40
40225	福岡県うきは市	40
40226	福岡県宮若市	40
40227	福岡県嘉麻市	40
40228	福岡県朝倉市	40
40229	福岡県みやま市	40
40230	福岡県糸島市	40
40300	福岡県筑紫郡	40
40305	福岡県筑紫郡那珂川町	40
40340	福岡県糟屋郡	40
40341	福岡県糟屋郡宇美町	40
40342	福岡県糟屋郡篠栗町	40
40343	福岡県糟屋郡志免町	40
40344	福岡県糟屋郡須恵町	40
40345	福岡県糟屋郡新宮町	40
40348	福岡県糟屋郡久山町	40
40349	福岡県糟屋郡粕屋町	40
40380	福岡県遠賀郡	40
40381	福岡県遠賀郡芦屋町	40
40382	福岡県遠賀郡水巻町	40
40383	福岡県遠賀郡岡垣町	40
40384	福岡県遠賀郡遠賀町	40
40400	福岡県鞍手郡	40
40401	福岡県鞍手郡小竹町	40
40402	福岡県鞍手郡鞍手町	40
40420	福岡県嘉穂郡	40
40421	福岡県嘉穂郡桂川町	40
40440	福岡県朝倉郡	40
40447	福岡県朝倉郡筑前町	40
40448	福岡県朝倉郡東峰村	40
40500	福岡県三井郡	40
40503	福岡県三井郡大刀洗町	40
40520	福岡県三潴郡	40
40522	福岡県三潴郡大木町	40
40540	福岡県八女郡	40
40544	福岡県八女郡広川町	40
40600	福岡県田川郡	40
40601	福岡県田川郡香春町	40
40602	福岡県田川郡添田町	40
40604	福岡県田川郡糸田町	40
40605	福岡県田川郡川崎町	40
40608	福岡県田川郡大任町	40
40609	福岡県田川郡赤村	40
40610	福岡県田川郡福智町	40
40620	福岡県京都郡	40
40621	福岡県京都郡苅田町	40
40625	福岡県京都郡みやこ町	40
40640	福岡県築上郡	40
40642	福岡県築上郡吉富町	40
40646	福岡県築上郡上毛町	40
40647	福岡県築上郡築上町	40
41200	佐賀県市部	41
41201	佐賀県佐賀市	41
41202	佐賀県唐津市	41
41203	佐賀県鳥栖市	41
41204	佐賀県多久市	41
41205	佐賀県伊万里市	41
41206	佐賀県武雄市	41
41207	佐賀県鹿島市	41
41208	佐賀県小城市	41
41209	佐賀県嬉野市	41
41210	佐賀県神埼市	41
41320	佐賀県神埼郡	41
41327	佐賀県神埼郡吉野ヶ里町	41
41340	佐賀県三養基郡	41
41341	佐賀県三養基郡基山町	41
41345	佐賀県三養基郡上峰町	41
41346	佐賀県三養基郡みやき町	41
41380	佐賀県東松浦郡	41
41387	佐賀県東松浦郡玄海町	41
41400	佐賀県西松浦郡	41
41401	佐賀県西松浦郡有田町	41
41420	佐賀県杵島郡	41
41423	佐賀県杵島郡大町町	41
41424	佐賀県杵島郡江北町	41
41425	佐賀県杵島郡白石町	41
41440	佐賀県藤津郡	41
41441	佐賀県藤津郡太良町	41
42200	長崎県市部	42
42201	長崎県長崎市	42
42202	長崎県佐世保市	42
42203	長崎県島原市	42
42204	長崎県諫早市	42
42205	長崎県大村市	42
42207	長崎県平戸市	42
42208	長崎県松浦市	42
42209	長崎県対馬市	42
42210	長崎県壱岐市	42
42211	長崎県五島市	42
42212	長崎県西海市	42
42213	長崎県雲仙市	42
42214	長崎県南島原市	42
42300	長崎県西彼杵郡	42
42307	長崎県西彼杵郡長与町	42
42308	長崎県西彼杵郡時津町	42
42320	長崎県東彼杵郡	42
42321	長崎県東彼杵郡東彼杵町	42
42322	長崎県東彼杵郡川棚町	42
42323	長崎県東彼杵郡波佐見町	42
42380	長崎県北松浦郡	42
42383	長崎県北松浦郡小値賀町	42
42391	長崎県北松浦郡佐々町	42
42400	長崎県南松浦郡	42
42411	長崎県南松浦郡新上五島町	42
43100	熊本県熊本市	43
43101	熊本県熊本市中央区	43
43102	熊本県熊本市東区	43
43103	熊本県熊本市西区	43
43104	熊本県熊本市南区	43
43105	熊本県熊本市北区	43
43200	熊本県市部	43
43202	熊本県八代市	43
43203	熊本県人吉市	43
43204	熊本県荒尾市	43
43205	熊本県水俣市	43
43206	熊本県玉名市	43
43208	熊本県山鹿市	43
43210	熊本県菊池市	43
43211	熊本県宇土市	43
43212	熊本県上天草市	43
43213	熊本県宇城市	43
43214	熊本県阿蘇市	43
43215	熊本県天草市	43
43216	熊本県合志市	43
43340	熊本県下益城郡	43
43348	熊本県下益城郡美里町	43
43360	熊本県玉名郡	43
43364	熊本県玉名郡玉東町	43
43367	熊本県玉名郡南関町	43
43368	熊本県玉名郡長洲町	43
43369	熊本県玉名郡和水町	43
43400	熊本県菊池郡	43
43403	熊本県菊池郡大津町	43
43404	熊本県菊池郡菊陽町	43
43420	熊本県阿蘇郡	43
43423	熊本県阿蘇郡南小国町	43
43424	熊本県阿蘇郡小国町	43
43425	熊本県阿蘇郡産山村	43
43428	熊本県阿蘇郡高森町	43
43432	熊本県阿蘇郡西原村	43
43433	熊本県阿蘇郡南阿蘇村	43
43440	熊本県上益城郡	43
43441	熊本県上益城郡御船町	43
43442	熊本県上益城郡嘉島町	43
43443	熊本県上益城郡益城町	43
43444	熊本県上益城郡甲佐町	43
43447	熊本県上益城郡山都町	43
43460	熊本県八代郡	43
43468	熊本県八代郡氷川町	43
43480	熊本県葦北郡	43
43482	熊本県葦北郡芦北町	43
43484	熊本県葦北郡津奈木町	43
43500	熊本県球磨郡	43
43501	熊本県球磨郡錦町	43
43505	熊本県球磨郡多良木町	43
43506	熊本県球磨郡湯前町	43
43507	熊本県球磨郡水上村	43
43510	熊本県球磨郡相良村	43
43511	熊本県球磨郡五木村	43
43512	熊本県球磨郡山江村	43
43513	熊本県球磨郡球磨村	43
43514	熊本県球磨郡あさぎり町	43
43520	熊本県天草郡	43
43531	熊本県天草郡苓北町	43
44200	大分県市部	44
44201	大分県大分市	44
44202	大分県別府市	44
44203	大分県中津市	44
44204	大分県日田市	44
44205	大分県佐伯市	44
44206	大分県臼杵市	44
44207	大分県津久見市	44
44208	大分県竹田市	44
44209	大分県豊後高田市	44
44210	大分県杵築市	44
44211	大分県宇佐市	44
44212	大分県豊後大野市	44
44213	大分県由布市	44
44214	大分県国東市	44
44320	大分県東国東郡	44
44322	大分県東国東郡姫島村	44
44340	大分県速見郡	44
44341	大分県速見郡日出町	44
44460	大分県玖珠郡	44
44461	大分県玖珠郡九重町	44
44462	大分県玖珠郡玖珠町	44
45200	宮崎県市部	45
45201	宮崎県宮崎市	45
45202	宮崎県都城市	45
45203	宮崎県延岡市	45
45204	宮崎県日南市	45
45205	宮崎県小林市	45
45206	宮崎県日向市	45
45207	宮崎県串間市	45
45208	宮崎県西都市	45
45209	宮崎県えびの市	45
45340	宮崎県北諸県郡	45
45341	宮崎県北諸県郡三股町	45
45360	宮崎県西諸県郡	45
45361	宮崎県西諸県郡高原町	45
45380	宮崎県東諸県郡	45
45382	宮崎県東諸県郡国富町	45
45383	宮崎県東諸県郡綾町	45
45400	宮崎県児湯郡	45
45401	宮崎県児湯郡高鍋町	45
45402	宮崎県児湯郡新富町	45
45403	宮崎県児湯郡西米良村	45
45404	宮崎県児湯郡木城町	45
45405	宮崎県児湯郡川南町	45
45406	宮崎県児湯郡都農町	45
45420	宮崎県東臼杵郡	45
45421	宮崎県東臼杵郡門川町	45
45429	宮崎県東臼杵郡諸塚村	45
45430	宮崎県東臼杵郡椎葉村	45
45431	宮崎県東臼杵郡美郷町	45
45440	宮崎県西臼杵郡	45
45441	宮崎県西臼杵郡高千穂町	45
45442	宮崎県西臼杵郡日之影町	45
45443	宮崎県西臼杵郡五ヶ瀬町	45
46200	鹿児島県市部	46
46201	鹿児島県鹿児島市	46
46203	鹿児島県鹿屋市	46
46204	鹿児島県枕崎市	46
46206	鹿児島県阿久根市	46
46208	鹿児島県出水市	46
46210	鹿児島県指宿市	46
46213	鹿児島県西之表市	46
46214	鹿児島県垂水市	46
46215	鹿児島県薩摩川内市	46
46216	鹿児島県日置市	46
46217	鹿児島県曽於市	46
46218	鹿児島県霧島市	46
46219	鹿児島県いちき串木野市	46
46220	鹿児島県南さつま市	46
46221	鹿児島県志布志市	46
46222	鹿児島県奄美市	46
46223	鹿児島県南九州市	46
46224	鹿児島県伊佐市	46
46225	鹿児島県姶良市	46
46300	鹿児島県鹿児島郡	46
46303	鹿児島県鹿児島郡三島村	46
46304	鹿児島県鹿児島郡十島村	46
46380	鹿児島県薩摩郡	46
46392	鹿児島県薩摩郡さつま町	46
46400	鹿児島県出水郡	46
46404	鹿児島県出水郡長島町	46
46440	鹿児島県姶良郡	46
46452	鹿児島県姶良郡湧水町	46
46460	鹿児島県曽於郡	46
46468	鹿児島県曽於郡大崎町	46
46480	鹿児島県肝属郡	46
46482	鹿児島県肝属郡東串良町	46
46490	鹿児島県肝属郡錦江町	46
46491	鹿児島県肝属郡南大隅町	46
46492	鹿児島県肝属郡肝付町	46
46500	鹿児島県熊毛郡	46
46501	鹿児島県熊毛郡中種子町	46
46502	鹿児島県熊毛郡南種子町	46
46505	鹿児島県熊毛郡屋久島町	46
46520	鹿児島県大島郡	46
46523	鹿児島県大島郡大和村	46
46524	鹿児島県大島郡宇検村	46
46525	鹿児島県大島郡瀬戸内町	46
46527	鹿児島県大島郡龍郷町	46
46529	鹿児島県大島郡喜界町	46
46530	鹿児島県大島郡徳之島町	46
46531	鹿児島県大島郡天城町	46
46532	鹿児島県大島郡伊仙町	46
46533	鹿児島県大島郡和泊町	46
46534	鹿児島県大島郡知名町	46
46535	鹿児島県大島郡与論町	46
47200	沖縄県市部	47
47201	沖縄県那覇市	47
47205	沖縄県宜野湾市	47
47207	沖縄県石垣市	47
47208	沖縄県浦添市	47
47209	沖縄県名護市	47
47210	沖縄県糸満市	47
47211	沖縄県沖縄市	47
47212	沖縄県豊見城市	47
47213	沖縄県うるま市	47
47214	沖縄県宮古島市	47
47215	沖縄県南城市	47
47300	沖縄県国頭郡	47
47301	沖縄県国頭郡国頭村	47
47302	沖縄県国頭郡大宜味村	47
47303	沖縄県国頭郡東村	47
47306	沖縄県国頭郡今帰仁村	47
47308	沖縄県国頭郡本部町	47
47311	沖縄県国頭郡恩納村	47
47313	沖縄県国頭郡宜野座村	47
47314	沖縄県国頭郡金武町	47
47315	沖縄県国頭郡伊江村	47
47320	沖縄県中頭郡	47
47324	沖縄県中頭郡読谷村	47
47325	沖縄県中頭郡嘉手納町	47
47326	沖縄県中頭郡北谷町	47
47327	沖縄県中頭郡北中城村	47
47328	沖縄県中頭郡中城村	47
47329	沖縄県中頭郡西原町	47
47340	沖縄県島尻郡	47
47348	沖縄県島尻郡与那原町	47
47350	沖縄県島尻郡南風原町	47
47353	沖縄県島尻郡渡嘉敷村	47
47354	沖縄県島尻郡座間味村	47
47355	沖縄県島尻郡粟国村	47
47356	沖縄県島尻郡渡名喜村	47
47357	沖縄県島尻郡南大東村	47
47358	沖縄県島尻郡北大東村	47
47359	沖縄県島尻郡伊平屋村	47
47360	沖縄県島尻郡伊是名村	47
47361	沖縄県島尻郡久米島町	47
47362	沖縄県島尻郡八重瀬町	47
47370	沖縄県宮古郡	47
47375	沖縄県宮古郡多良間村	47
47380	沖縄県八重山郡	47
47381	沖縄県八重山郡竹富町	47
47382	沖縄県八重山郡与那国町	47
